<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
SIDC,20160221,8.85,9.05,8.75,8.92,2654416
AADC,20160225,12.8,12.9,12,12.09,1004246
AADC,20160224,12,13.15,11.7,12.55,1946392
AADC,20160223,10.9,12,10.85,11.99,1174651
AADC,20160222,10.85,11.05,10.8,10.92,285371
AADC,20160221,10.5,10.95,10.5,10.74,588219
ZOUJAJ,20160225,18.85,19.05,18.6,19.02,271894
ZOUJAJ,20160224,18.95,19.1,18.65,18.67,346168
ZOUJAJ,20160223,19.1,19.4,18.7,19.13,411045
ZOUJAJ,20160222,19,19.2,18.55,18.99,756008
ZOUJAJ,20160221,17.65,18.85,17.6,18.75,1209790
SAAC,20160225,8.7,8.7,8.5,8.58,1464890
SAAC,20160224,8.7,8.75,8.6,8.64,1137069
SAAC,20160223,8.8,8.8,8.7,8.77,1419780
SAAC,20160222,8.6,8.85,8.6,8.79,2293482
SAAC,20160221,8.55,8.65,8.5,8.57,807466
ALCO,20160225,12.7,12.9,12.3,12.35,2450868
ALCO,20160224,12.4,13.15,12.3,12.44,9976594
ALCO,20160223,11.45,12.15,11.3,11.99,2099930
ALCO,20160222,10.8,11.6,10.8,11.46,2412482
ALCO,20160221,10.6,10.85,10.55,10.76,1315548
FIPCO,20160225,33.5,33.8,32.9,33.51,375189
FIPCO,20160224,34.4,34.4,33.2,33.35,469388
FIPCO,20160223,34,34.9,33.8,34.42,669523
FIPCO,20160222,33.6,34.2,33.1,33.89,939437
FIPCO,20160221,33.1,33.7,32.7,33.33,536623
SISCO,20160225,11.9,12.05,11.65,11.93,944662
SISCO,20160224,11.9,12.05,11.65,11.74,1334534
SISCO,20160223,12.2,12.2,11.8,12.04,720219
SISCO,20160222,11.45,12.1,11.45,11.97,1560245
SISCO,20160221,11.1,11.4,11.1,11.31,1009180
APC,20160225,9.05,9.1,8.95,9.06,1049895
APC,20160224,9,9.15,8.95,8.96,1160284
APC,20160223,9.2,9.2,9.05,9.18,1347206
APC,20160222,9.05,9.3,8.9,9.14,2158543
APC,20160221,8.55,9,8.5,8.89,1629572
NAMA,20160225,5.4,5.5,5.35,5.44,1764740
NAMA,20160224,5.5,5.6,5.35,5.39,1290682
NAMA,20160223,5.6,5.7,5.5,5.61,3137093
NAMA,20160222,5.45,5.65,5.4,5.61,2966685
NAMA,20160221,5.4,5.45,5.3,5.39,806309
NMMCC,20160225,23.65,23.95,23.35,23.56,694696
NMMCC,20160224,23.7,24.75,23.15,23.28,2232209
NMMCC,20160223,23.5,24.3,23.4,23.84,903940
NMMCC,20160222,23.35,24,23,23.53,1125283
NMMCC,20160221,24.5,25.7,23.15,23.31,3331523
SCCO,20160225,46,47.2,45.9,46.51,293387
SCCO,20160224,43.4,46.7,43.3,45.99,642242
SCCO,20160223,43.6,44.5,43.6,44.32,311067
SCCO,20160222,44,44.8,43.2,43.5,422159
SCCO,20160221,42.1,44,42,43.7,451908
ZIIC,20160225,26.9,27.3,26.9,27.13,332128
ZIIC,20160224,27.4,27.5,26.8,26.91,474399
ZIIC,20160223,27.5,28.2,27.3,27.76,768513
ZIIC,20160222,27.4,27.7,27.2,27.61,382415
ZIIC,20160221,26.3,27.4,26.3,27.06,623091
SIIG,20160225,10.9,10.9,10.65,10.75,2398607
SIIG,20160224,10.5,10.95,10.5,10.8,5080592
SIIG,20160223,11.4,11.4,11.15,11.35,2856495
SIIG,20160222,11,11.65,11,11.42,4467100
SIIG,20160221,11,11.4,10.95,11,2777318
ARCCO,20160225,44.8,44.8,44.2,44.59,155104
ARCCO,20160224,44.9,44.9,44.1,44.59,287366
ARCCO,20160223,45.1,45.3,44.8,45,271452
ARCCO,20160222,45.1,45.1,44.8,45.07,266667
ARCCO,20160221,45.2,45.2,44.9,45.03,167740
YACCO,20160225,28.4,28.7,28.4,28.69,335510
YACCO,20160224,28.5,28.5,28,28.38,496685
YACCO,20160223,28.6,29,28.3,28.52,639081
YACCO,20160222,28.4,28.6,28.4,28.5,890583
YACCO,20160221,28.3,28.8,28.3,28.3,372949
SACCO,20160225,60.25,61.5,60.25,60.9,66341
SACCO,20160224,60.5,61.5,60.25,61.21,41717
SACCO,20160223,61,61.25,60.5,61.25,175216
SACCO,20160222,59.75,60.75,59.5,60.68,77989
SACCO,20160221,58.5,59.75,58.5,59.54,43983
QACCO,20160225,64.75,65.75,64.75,65.43,156130
QACCO,20160224,64,64.5,63.75,64.32,152612
QACCO,20160223,64.25,65,64,64,236323
QACCO,20160222,64.25,64.25,63.75,64.25,169319
QACCO,20160221,64.75,65,64,64.03,99857
SOCCO,20160225,67.25,67.75,67,67.71,14228
SOCCO,20160224,67.5,67.75,67,67,19696
SOCCO,20160223,68.5,69.25,67.75,67.82,161630
SOCCO,20160222,69.5,69.5,68,68.5,102936
SOCCO,20160221,68.75,69.5,68.5,69.25,37583
YNCCO,20160225,46.1,46.4,46.1,46.37,354094
YNCCO,20160224,46.5,46.5,46,46.1,113311
YNCCO,20160223,46.6,46.6,46.4,46.57,131396
YNCCO,20160222,46.1,46.8,46.1,46.46,375373
YNCCO,20160221,46.5,46.9,46.2,46.19,234598
EACCO,20160225,31.8,32,31.7,31.97,255047
EACCO,20160224,32.2,32.2,31.6,31.71,560616
EACCO,20160223,32,32.6,31.7,32.26,2113337
EACCO,20160222,34.1,34.2,33.7,33.81,428085
EACCO,20160221,33.8,34.5,33.5,34.16,400072
TACCO,20160225,14,14,13.85,13.84,85510
TACCO,20160224,13.95,14,13.85,13.85,61192
TACCO,20160223,14.05,14.2,14,14.05,152739
TACCO,20160222,13.9,14,13.9,13.98,85031
TACCO,20160221,13.95,13.95,13.75,13.82,90814
DUR,20160225,23.05,23.3,22.6,23,85158
DUR,20160224,23.1,23.55,22.8,22.87,271997
DUR,20160223,23.45,23.95,23.3,23.68,468527
DUR,20160222,23.6,23.8,23.35,23.53,328603
DUR,20160221,24.5,24.8,23.15,23.38,1029156
SRECO,20160225,17.3,17.35,17.05,17.11,239581
SRECO,20160224,17.3,17.5,17.05,17.05,478976
SRECO,20160223,17.3,17.6,17.2,17.54,649953
SRECO,20160222,17.25,17.4,17.05,17.32,753251
SRECO,20160221,17,17.3,16.8,16.97,476469
BAHRI,20160225,37.9,38.3,37.4,37.81,2535943
BAHRI,20160224,36.7,37.8,36.4,37.41,3543281
BAHRI,20160223,35.5,37,35.2,36.8,3341623
BAHRI,20160222,35.1,35.6,34.7,35.41,2248344
BAHRI,20160221,35.5,35.6,34.7,34.97,2704596
SAPTCO,20160225,10.95,11.1,10.85,11.03,2442074
SAPTCO,20160224,11.1,11.2,10.8,10.83,2463287
SAPTCO,20160223,11,11.3,10.95,11.27,4545196
SAPTCO,20160222,10.65,11,10.65,10.91,2167552
SAPTCO,20160221,10.45,10.7,10.4,10.52,1923212
SASCO,20160225,15.5,15.8,15.25,15.5,1201125
SASCO,20160224,15.5,16.15,15.35,15.44,1715072
SASCO,20160223,15.3,15.95,15.2,15.81,2158106
SASCO,20160222,15,15.4,15,15.24,1356469
SASCO,20160221,14.7,15.05,14.55,14.88,1417068
ANAAM,20160225,17.95,18.35,17.6,18.03,1141447
ANAAM,20160224,18.8,18.8,17.65,17.72,1099191
ANAAM,20160223,19,19.25,18.6,18.86,1039320
ANAAM,20160222,18.7,19.2,18.5,18.86,1351205
ANAAM,20160221,18,18.7,17.8,18.22,1951097
TAPRCO,20160225,38.2,39.7,37.7,38.08,10696605
TAPRCO,20160224,39,41.3,37.1,37.7,17267937
TAPRCO,20160223,36,39.2,35.8,38.95,11512026
TAPRCO,20160222,35.4,36.6,34.8,35.7,4916313
TAPRCO,20160221,36.8,37.3,34.8,35.41,5273320
ATTMCO,20160225,18.8,19.45,18.8,19.03,422297
ATTMCO,20160224,19.6,19.6,18.7,18.75,907821
ATTMCO,20160223,20.15,20.3,19.75,19.81,619710
ATTMCO,20160222,19.15,20.2,19.15,20.08,1146106
ATTMCO,20160221,18.8,19.3,18.6,19.01,174792
TIRECO,20160225,33,33.9,32.6,32.78,427763
TIRECO,20160224,33,33,32.7,32.7,117656
TIRECO,20160223,33.2,33.3,33,33.19,18839
TIRECO,20160222,33.1,33.2,33,33.2,93234
TIRECO,20160221,32.7,33.1,32.7,32.95,60195
MCDCO,20160225,82.75,83.75,82.25,82.5,41894
MCDCO,20160224,82.25,82.5,81.25,81.52,13956
MCDCO,20160223,83,83.5,83,83.44,47201
MCDCO,20160222,82,83.25,81.5,82.85,97121
MCDCO,20160221,81,82,81,81.25,39092
SLTCO,20160225,53.5,54.25,53,53.97,486472
SLTCO,20160224,53.5,56.25,52.75,52.97,1756332
SLTCO,20160223,52.25,55,52,53.73,2002190
SLTCO,20160222,52,52.75,52,52.28,623630
SLTCO,20160221,53,53.25,51.75,51.85,858605
ABDICO,20160225,13.5,13.5,13.5,13.5,0
ABDICO,20160224,13.5,13.5,13.5,13.5,0
ABDICO,20160223,13.5,13.5,13.5,13.5,0
ABDICO,20160222,13.5,13.5,13.5,13.5,0
ABDICO,20160221,13.5,13.5,13.5,13.5,0
SIECO,20160225,48.5,51,48.1,49.85,1293635
SIECO,20160224,48.5,49.3,46.7,47.28,467236
SIECO,20160223,48,50.5,47.6,49.29,1085091
SIECO,20160222,46.9,48.4,45.9,47.97,878695
SIECO,20160221,44.3,46.9,44,46.56,1112705
ADCO,20160225,17.95,18.65,17.9,18.28,1293628
ADCO,20160224,17.95,18.1,17.8,17.9,500462
ADCO,20160223,18.1,18.25,18.05,18.15,411971
ADCO,20160222,18.05,18.3,18,18.11,734660
ADCO,20160221,17.6,18.3,17.5,17.9,2073963
THIMAR,20160225,34,34.2,33.3,33.6,1719441
THIMAR,20160224,34.5,34.5,33.2,33.54,1967275
THIMAR,20160223,33.6,35,33.6,34.54,2964620
THIMAR,20160222,33.3,33.9,33.1,33.57,1800811
THIMAR,20160221,33.2,34.1,32.7,33.04,1398349
TECO,20160225,35.2,35.8,34.8,35.14,935618
TECO,20160224,37,37,34.7,34.96,1388314
TECO,20160223,36.6,37.5,36.5,37.03,1729295
TECO,20160222,35.4,37,35.3,36.29,1750554
TECO,20160221,35.4,35.8,34.9,35.22,1293151
AHFCO,20160225,15,15.35,14.9,14.96,679769
AHFCO,20160224,16,16.7,14.5,14.75,993266
AHFCO,20160223,15.3,16.6,15.15,15.95,707779
AHFCO,20160222,14.6,15.25,14.6,15.18,782587
AHFCO,20160221,14.2,14.8,14.1,14.53,935828
JARIR,20160225,123.25,124.75,122.25,124.41,71975
JARIR,20160224,122.5,123,121.5,122.51,50348
JARIR,20160223,124,124,122.75,123.36,40235
JARIR,20160222,121.25,124.75,121.25,123.28,71190
JARIR,20160221,121,122,121,121.04,25599
SECO,20160225,15,15.15,14.95,15.07,983315
SECO,20160224,14.8,15.65,14.8,14.94,2443533
SECO,20160223,14.65,14.9,14.65,14.8,2016760
SECO,20160222,14.55,14.65,14.45,14.59,964109
SECO,20160221,14.5,14.55,14.4,14.5,509488
STC,20160225,65.75,66.25,65.75,66.16,344887
STC,20160224,65.5,66.5,65.5,65.77,485490
STC,20160223,65.75,66,65.5,65.75,281508
STC,20160222,66,66,65.5,65.89,783237
STC,20160221,65.25,65.75,65.25,65.49,234422
NADEC,20160225,18.5,18.7,18.45,18.49,986909
NADEC,20160224,18.45,18.55,18.25,18.44,1434387
NADEC,20160223,18.45,18.75,18.4,18.61,2143484
NADEC,20160222,18.6,19,18.4,18.47,1815463
NADEC,20160221,18.1,18.6,18,18.29,1699447
QAACO,20160225,10,10.15,9.85,9.99,2696020
QAACO,20160224,10.05,10.35,9.65,9.79,4241989
QAACO,20160223,10,10.1,9.9,10.08,1737736
QAACO,20160222,9.75,10.3,9.7,9.95,4010882
QAACO,20160221,9.6,9.8,9.45,9.57,2058864
TAACO,20160225,10,10.25,9.95,10.04,1332882
TAACO,20160224,10.05,10.35,9.95,9.96,2313630
TAACO,20160223,10.2,10.25,10,10.09,1587640
TAACO,20160222,9.9,10.55,9.9,10.2,6287259
TAACO,20160221,9.6,9.85,9.5,9.61,1635495
SFICO,20160225,13.8,14.1,13.65,13.69,1361687
SFICO,20160224,13.8,14.1,13.5,13.61,1457854
SFICO,20160223,13.9,14.05,13.85,13.89,1533818
SFICO,20160222,13.6,14.3,13.6,13.85,3017139
SFICO,20160221,13.6,14.1,13.3,13.42,2216767
ASACO,20160225,39.8,40.7,39.7,39.91,615430
ASACO,20160224,40.5,41.3,39.2,39.43,876434
ASACO,20160223,41.1,42,40.4,40.96,1130114
ASACO,20160222,39.7,42.6,39.1,41.26,2450320
ASACO,20160221,38.4,40,38.3,38.78,1136206
JADCO,20160225,22.9,23.3,22.85,23,169190
JADCO,20160224,22.95,23.25,22.8,22.81,267037
JADCO,20160223,23,23.5,23,23.44,251814
JADCO,20160222,22.9,23.5,22.8,23.33,436212
JADCO,20160221,22.55,22.95,22.5,22.6,216391
BISACO,20160225,77.5,77.5,77.5,77.5,0
BISACO,20160224,77.5,77.5,77.5,77.5,0
BISACO,20160223,77.5,77.5,77.5,77.5,0
BISACO,20160222,77.5,77.5,77.5,77.5,0
BISACO,20160221,77.5,77.5,77.5,77.5,0
GIZACO,20160225,11,12,11,11.86,3838772
GIZACO,20160224,11.05,11.2,10.9,10.96,966870
GIZACO,20160223,11.15,11.2,11,11.16,994358
GIZACO,20160222,10.9,11.15,10.75,11.09,2422365
GIZACO,20160221,10.8,11.05,10.55,10.75,2331534
SABIC,20160225,71.5,72.25,71,71.45,8807485
SABIC,20160224,71.5,71.5,70.25,70.99,10367343
SABIC,20160223,72.5,72.75,71.25,72.54,6224482
SABIC,20160222,70.75,73.75,70.25,72.92,10489645
SABIC,20160221,70.25,70.75,69.5,69.95,7582861
NIC,20160225,8.5,8.55,8.4,8.49,1400341
NIC,20160224,8.5,8.65,8.4,8.44,3801810
NIC,20160223,8.6,8.8,8.45,8.74,6762288
NIC,20160222,8.15,8.9,8.15,8.63,7395216
NIC,20160221,8.15,8.2,8.05,8.11,1583429
NCB,20160225,38.9,39,38.7,38.77,245247
NCB,20160224,38.9,39,38.5,38.76,264490
NCB,20160223,39.1,39.2,38.7,39.01,639423
NCB,20160222,38.8,39.3,38.6,39.11,392600
NCB,20160221,39,39.2,38.5,38.49,340114
SPCO,20160225,8.05,8.1,8,8,1840579
SPCO,20160224,8.05,8.15,7.95,7.99,2762793
SPCO,20160223,8.1,8.25,8.05,8.21,4033711
SPCO,20160222,7.95,8.2,7.85,8.1,6100764
SPCO,20160221,7.9,7.95,7.8,7.84,3268866
EEC,20160225,23,23.35,22.95,23.09,669110
EEC,20160224,22.8,23.15,22.8,22.86,685135
EEC,20160223,23.5,23.55,23.3,23.38,427039
EEC,20160222,23.1,23.7,22.95,23.51,1138397
EEC,20160221,22.45,23.6,22.45,23.03,1708297
TAWUNIYA,20160225,70.5,70.75,69,70.39,97383
TAWUNIYA,20160224,71.25,72,69.5,69.79,183389
TAWUNIYA,20160223,71,72.75,70.25,71.87,139904
TAWUNIYA,20160222,69.25,70,68.5,69.76,150529
TAWUNIYA,20160221,68.25,70,68.25,69.39,59994
ALBILAD,20160225,23.2,23.35,22.8,22.94,562117
ALBILAD,20160224,23.05,23.25,23,23.1,390508
ALBILAD,20160223,23.25,23.25,23,23.19,487907
ALBILAD,20160222,22.85,23.2,22.85,23.18,528606
ALBILAD,20160221,22.8,23.2,22.7,22.76,369587
SADAFCO,20160225,124,127.5,124,125.52,54739
SADAFCO,20160224,123.75,123.75,123.75,123.75,28163
SADAFCO,20160223,124,124,123.25,123.8,4070
SADAFCO,20160222,125.25,125.25,123,123.75,45877
SADAFCO,20160221,126.25,126.25,124.5,124.55,2253
ALMARAI,20160225,65.5,67.5,65.25,67.06,376514
ALMARAI,20160224,65,65.75,64.5,65.16,352995
ALMARAI,20160223,64,64.75,63.5,64.68,276526
ALMARAI,20160222,63,63.5,62.25,63.27,388228
ALMARAI,20160221,63,63.25,62.25,62.73,102538
SRMG,20160225,42.2,43.4,41.4,41.89,925586
SRMG,20160224,43.8,45.1,41.2,41.81,2466111
SRMG,20160223,40.1,43.8,39.6,43.8,2995173
SRMG,20160222,39.7,40.5,39.4,39.86,901294
SRMG,20160221,40,40.7,39.1,39.3,814839
SIPCHEM,20160225,12.7,12.75,12.35,12.44,987256
SIPCHEM,20160224,12.8,12.85,12.5,12.61,934616
SIPCHEM,20160223,12.7,13.05,12.6,12.97,390558
SIPCHEM,20160222,12.4,12.75,12.35,12.69,1324385
SIPCHEM,20160221,12.4,12.85,12.3,12.4,1132098
YANSAB,20160225,32,32.6,31.8,32.5,655564
YANSAB,20160224,32.3,32.5,31.6,32.19,973585
YANSAB,20160223,32.7,33.1,31.7,32.65,865948
YANSAB,20160222,31.4,33.4,31.2,32.7,1088739
YANSAB,20160221,31.7,31.7,31,31.01,592832
ALDREES,20160225,39.3,39.8,39,39.69,210342
ALDREES,20160224,38.7,39.7,38.5,39.11,172053
ALDREES,20160223,39.3,39.5,38.7,39.01,230977
ALDREES,20160222,38.4,39.3,38.4,39.21,464520
ALDREES,20160221,36.7,38.7,36.7,37.95,421650
ALABDULLATIF,20160225,17.1,17.15,16.85,16.97,945311
ALABDULLATIF,20160224,17.15,17.3,16.9,16.96,1275820
ALABDULLATIF,20160223,17.1,17.65,17,17.43,1723019
ALABDULLATIF,20160222,16.8,17.3,16.8,17.03,1821543
ALABDULLATIF,20160221,16.35,16.8,16.25,16.6,1811282
MAADEN,20160225,31.9,31.9,31,31.1,597063
MAADEN,20160224,32.5,32.5,31.7,31.7,504126
MAADEN,20160223,33,33.1,32.5,32.59,489679
MAADEN,20160222,32.7,33.3,32.7,32.95,1501688
MAADEN,20160221,33,33.1,32.7,32.79,1099608
EMAAR.TASI,20160225,12.2,12.45,12.2,12.35,3278717
EMAAR.TASI,20160224,12.6,12.6,12.1,12.22,2824406
EMAAR.TASI,20160223,12.6,12.75,12.4,12.64,4721227
EMAAR.TASI,20160222,12.5,12.7,12.5,12.58,2810516
EMAAR.TASI,20160221,12.5,12.65,12.35,12.44,2380750
ALINMA,20160225,13.05,13.1,12.9,12.97,51214103
ALINMA,20160224,13.2,13.2,12.9,12.97,58678916
ALINMA,20160223,13.15,13.3,13.1,13.26,56654559
ALINMA,20160222,13.05,13.2,13,13.18,47206461
ALINMA,20160221,13.1,13.15,12.8,12.94,54686218
SPM,20160225,13.65,13.95,13.4,13.58,2493716
SPM,20160224,14.65,14.7,13.4,13.47,7600931
SPM,20160223,13.75,14.85,13.45,14.64,8122267
SPM,20160222,13.4,13.65,13.3,13.59,1506695
SPM,20160221,13.3,13.7,13.05,13.27,1567798
HOKAIR,20160225,44.2,44.5,43.6,43.82,250390
HOKAIR,20160224,44.8,44.9,43.5,44.01,402468
HOKAIR,20160223,44.9,46,44.6,45.1,875549
HOKAIR,20160222,43.7,44.5,43,44.43,1659557
HOKAIR,20160221,43.8,44.2,42.6,43.33,441754
RSH,20160225,20.7,20.85,20.3,20.44,305408
RSH,20160224,21.15,21.25,20.5,20.57,519079
RSH,20160223,20.75,21.5,20.6,21.34,1154741
RSH,20160222,20.85,21.35,20.7,20.96,1054169
RSH,20160221,20.25,20.65,20.15,20.47,1020657
ALTAYYAR,20160225,36.4,37.2,36.1,36.5,4973627
ALTAYYAR,20160224,37.3,37.9,35.9,36.17,4242433
ALTAYYAR,20160223,37.3,38.6,36.9,37.93,4508528
ALTAYYAR,20160222,37.3,37.4,36.7,37.13,5204586
ALTAYYAR,20160221,35.2,38.5,35.2,36.54,9616027
HB,20160225,70.25,73.5,70.25,72.07,112240
HB,20160224,66.25,72.5,66.25,70.06,136693
HB,20160223,66.25,69.25,66,68.72,81574
HB,20160222,65.25,67,65,66.54,34930
HB,20160221,65,65.5,64.25,64.86,9362
CHEMANOL,20160225,5.45,5.55,5.4,5.42,837254
CHEMANOL,20160224,5.6,5.6,5.4,5.42,1766615
CHEMANOL,20160223,5.6,5.95,5.5,5.62,4092443
CHEMANOL,20160222,5.35,5.6,5.35,5.57,3799232
CHEMANOL,20160221,5.35,5.4,5.25,5.3,1952019
ALOTHAIM,20160225,80,80.5,78.5,79.41,28896
ALOTHAIM,20160224,80.5,80.5,79.5,79.48,39877
ALOTHAIM,20160223,81.75,81.75,80.75,80.8,71348
ALOTHAIM,20160222,81.5,81.5,80,81.25,101793
ALOTHAIM,20160221,81.5,82.75,81,81.02,22220
BABTAIN,20160225,23.55,23.65,23.2,23.29,535772
BABTAIN,20160224,23.55,24.2,23.3,23.37,819140
BABTAIN,20160223,23.45,23.95,23.3,23.73,985989
BABTAIN,20160222,23.15,23.75,23.15,23.45,888041
BABTAIN,20160221,22.35,23.7,22.35,22.98,1178726
APPC,20160225,35.9,36.5,35.5,36.3,500713
APPC,20160224,36.4,36.4,35.6,35.74,628368
APPC,20160223,36.8,36.8,36.4,36.68,431239
APPC,20160222,36.2,37.1,36.1,36.88,909670
APPC,20160221,35.9,36.4,35.8,35.9,396004
ACIG,20160225,12.95,13.1,12.65,12.85,1169282
ACIG,20160224,13.45,13.45,12.75,12.79,1679965
ACIG,20160223,13.3,13.95,13.2,13.52,2182049
ACIG,20160222,12.45,13.55,12.45,13.32,3192753
ACIG,20160221,12.2,12.4,12.05,12.32,1429357
JABALOMAR,20160225,47.7,48.2,47.7,48.08,222305
JABALOMAR,20160224,47.8,47.8,47.5,47.55,173014
JABALOMAR,20160223,47.9,48.2,47.9,47.99,152199
JABALOMAR,20160222,47.6,48,47.6,47.76,298913
JABALOMAR,20160221,47.2,47.9,47.2,47.5,428402
MEDGULF,20160225,16.45,16.7,16.15,16.42,824220
MEDGULF,20160224,17,17,16.3,16.37,1042373
MEDGULF,20160223,16.9,17.2,16.7,17.01,1249374
MEDGULF,20160222,16.65,17.25,16.55,16.85,2221555
MEDGULF,20160221,15.45,16.75,15.45,16.51,3038581
WALAA,20160225,8.25,8.25,8.05,8.14,361943
WALAA,20160224,8.3,8.35,8.1,8.1,697478
WALAA,20160223,8.25,8.7,8.2,8.41,1736528
WALAA,20160222,8.15,8.25,8.15,8.21,1001071
WALAA,20160221,7.8,8.15,7.8,8.05,842552
MALATH,20160225,12.75,12.9,12.5,12.71,965256
MALATH,20160224,13.3,13.35,12.5,12.64,1305619
